Coğrafya,Gösterge_ID,Gösterge,Birim,Yıl,Değer,Dönem_Türü,Veri_Türü,Kaynak_ID,Kaynak_URL,Metod_Notu
İstanbul,6,Ortalama kiralanan alan (ima edilen),m²,2028,97.7262,Tahmin,Tahmin,S18;S24;S28;S29;S24;S28;S29,https://www.emlakjet.com/satilik-konut/istanbul ; https://www.cnbce.com/gayrimenkul/konut-piyasasinda-temmuz-hareketliligi-kiralikta-talep-artti-kiralar-reel-olarak-dustu-g36014 ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976 ; https://www.cnbce.com/gayrimenkul/konut-piyasasinda-temmuz-hareketliligi-kiralikta-talep-artti-kiralar-reel-olarak-dustu-g36014 ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,Ortalama kira / kiralık m² fiyatı ile çapraz-kaynak ima edilen alan.
İstanbul,6,Ortalama kiralanan alan (ima edilen),m²,2029,97.7262,Tahmin,Tahmin,S18;S24;S28;S29;S24;S28;S29,https://www.emlakjet.com/satilik-konut/istanbul ; https://www.cnbce.com/gayrimenkul/konut-piyasasinda-temmuz-hareketliligi-kiralikta-talep-artti-kiralar-reel-olarak-dustu-g36014 ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976 ; https://www.cnbce.com/gayrimenkul/konut-piyasasinda-temmuz-hareketliligi-kiralikta-talep-artti-kiralar-reel-olarak-dustu-g36014 ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,Ortalama kira / kiralık m² fiyatı ile çapraz-kaynak ima edilen alan.
İstanbul,6,Ortalama kiralanan alan (ima edilen),m²,2030,97.7262,Tahmin,Tahmin,S18;S24;S28;S29;S24;S28;S29,https://www.emlakjet.com/satilik-konut/istanbul ; https://www.cnbce.com/gayrimenkul/konut-piyasasinda-temmuz-hareketliligi-kiralikta-talep-artti-kiralar-reel-olarak-dustu-g36014 ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976 ; https://www.cnbce.com/gayrimenkul/konut-piyasasinda-temmuz-hareketliligi-kiralikta-talep-artti-kiralar-reel-olarak-dustu-g36014 ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,Ortalama kira / kiralık m² fiyatı ile çapraz-kaynak ima edilen alan.
İstanbul,7,Ortalama kiralık m² fiyatı,TL/m²/ay,2022,100.0,Yıl sonu / rapor dönemi,Piyasa verisi,S21,https://betam.bahcesehir.edu.tr/2023/01/sahibindex-kiralik-konut-piyasasi-gorunumu-ocak-2023/,
İstanbul,7,Ortalama kiralık m² fiyatı,TL/m²/ay,2023,173.3,Yıl sonu / rapor dönemi,Piyasa verisi,S22,https://betam.bahcesehir.edu.tr/2024/01/sahibindex-kiralik-konut-piyasasi-gorunumu-ocak-2024/,
İstanbul,7,Ortalama kiralık m² fiyatı,TL/m²/ay,2024,254.5721,Yıl sonu / rapor dönemi,Türetilmiş / geriye hesap,S23,https://betam.bahcesehir.edu.tr/2026/01/sahibindex-kiralik-konut-piyasasi-gorunumu-ocak-2026/,
İstanbul,7,Ortalama kiralık m² fiyatı,TL/m²/ay,2025,348.0,Yıl sonu / rapor dönemi,Piyasa verisi,S23,https://betam.bahcesehir.edu.tr/2026/01/sahibindex-kiralik-konut-piyasasi-gorunumu-ocak-2026/,
İstanbul,7,Ortalama kiralık m² fiyatı,TL/m²/ay,2026,456.5,Temmuz 2026 son gözlem,Son piyasa gözlemi,S24,https://www.cnbce.com/gayrimenkul/konut-piyasasinda-temmuz-hareketliligi-kiralikta-talep-artti-kiralar-reel-olarak-dustu-g36014,
İstanbul,7,Ortalama kiralık m² fiyatı,TL/m²/ay,2027,524.975,Tahmin,Tahmin,S24;S28;S29,https://www.cnbce.com/gayrimenkul/konut-piyasasinda-temmuz-hareketliligi-kiralikta-talep-artti-kiralar-reel-olarak-dustu-g36014 ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,"Nominal fiyat patikası: 2027 %15, 2028 %9, 2029 %6, 2030 %5."
İstanbul,7,Ortalama kiralık m² fiyatı,TL/m²/ay,2028,572.2227,Tahmin,Tahmin,S24;S28;S29,https://www.cnbce.com/gayrimenkul/konut-piyasasinda-temmuz-hareketliligi-kiralikta-talep-artti-kiralar-reel-olarak-dustu-g36014 ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,"Nominal fiyat patikası: 2027 %15, 2028 %9, 2029 %6, 2030 %5."
İstanbul,7,Ortalama kiralık m² fiyatı,TL/m²/ay,2029,606.5561,Tahmin,Tahmin,S24;S28;S29,https://www.cnbce.com/gayrimenkul/konut-piyasasinda-temmuz-hareketliligi-kiralikta-talep-artti-kiralar-reel-olarak-dustu-g36014 ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,"Nominal fiyat patikası: 2027 %15, 2028 %9, 2029 %6, 2030 %5."
İstanbul,7,Ortalama kiralık m² fiyatı,TL/m²/ay,2030,636.8839,Tahmin,Tahmin,S24;S28;S29,https://www.cnbce.com/gayrimenkul/konut-piyasasinda-temmuz-hareketliligi-kiralikta-talep-artti-kiralar-reel-olarak-dustu-g36014 ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,"Nominal fiyat patikası: 2027 %15, 2028 %9, 2029 %6, 2030 %5."
İstanbul,8,Ortalama kira fiyatı,TL/ay,2022,9884.2697,Yıl sonu / rapor dönemi,Türetilmiş / geriye hesap,S14,https://www.gayrimenkulhaber.com/guncel/endeksa-acikladi-aralik-ayinda-kira-artisi-hiz-kesti-bazi-bolgelerde-dususler-var/,
İstanbul,8,Ortalama kira fiyatı,TL/ay,2023,17594.0,Yıl sonu / rapor dönemi,Piyasa verisi,S14,https://www.gayrimenkulhaber.com/guncel/endeksa-acikladi-aralik-ayinda-kira-artisi-hiz-kesti-bazi-bolgelerde-dususler-var/,
İstanbul,8,Ortalama kira fiyatı,TL/ay,2024,25331.0,Yıl sonu / rapor dönemi,Piyasa verisi,S15,https://www.gayrimenkulhaber.com/guncel/endeksa-2024-yillik-gayrimenkul-deger-raporu-yayimlandi/,
İstanbul,8,Ortalama kira fiyatı,TL/ay,2025,33823.0,Yıl sonu / rapor dönemi,Piyasa verisi,S16,https://www.karar.com/ekonomi-haberleri/konut-satislari-ne-durumda-emlakta-en-cok-kazandiran-il-hangisi-2033220,
İstanbul,8,Ortalama kira fiyatı,TL/ay,2026,44612.0,Temmuz 2026 son gözlem,Son piyasa gözlemi,S18,https://www.emlakjet.com/satilik-konut/istanbul,
İstanbul,8,Ortalama kira fiyatı,TL/ay,2027,51303.8,Tahmin,Tahmin,S18;S24;S28;S29,https://www.emlakjet.com/satilik-konut/istanbul ; https://www.cnbce.com/gayrimenkul/konut-piyasasinda-temmuz-hareketliligi-kiralikta-talep-artti-kiralar-reel-olarak-dustu-g36014 ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,
İstanbul,8,Ortalama kira fiyatı,TL/ay,2028,55921.142,Tahmin,Tahmin,S18;S24;S28;S29,https://www.emlakjet.com/satilik-konut/istanbul ; https://www.cnbce.com/gayrimenkul/konut-piyasasinda-temmuz-hareketliligi-kiralikta-talep-artti-kiralar-reel-olarak-dustu-g36014 ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,
İstanbul,8,Ortalama kira fiyatı,TL/ay,2029,59276.4105,Tahmin,Tahmin,S18;S24;S28;S29,https://www.emlakjet.com/satilik-konut/istanbul ; https://www.cnbce.com/gayrimenkul/konut-piyasasinda-temmuz-hareketliligi-kiralikta-talep-artti-kiralar-reel-olarak-dustu-g36014 ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,
İstanbul,8,Ortalama kira fiyatı,TL/ay,2030,62240.231,Tahmin,Tahmin,S18;S24;S28;S29,https://www.emlakjet.com/satilik-konut/istanbul ; https://www.cnbce.com/gayrimenkul/konut-piyasasinda-temmuz-hareketliligi-kiralikta-talep-artti-kiralar-reel-olarak-dustu-g36014 ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,
Ankara,1,Satılan ev sayısı,adet,2022,126166.0,Tam yıl,Resmî gerçekleşen,S01,https://veriportali.tuik.gov.tr/Bulten/Index?dil=1&p=Konut-Satis-Istatistikleri-Aralik-2022-49526,
Ankara,1,Satılan ev sayısı,adet,2023,114432.0,Tam yıl,Resmî gerçekleşen,S02,https://veriportali.tuik.gov.tr/tr/press/49516,
Ankara,1,Satılan ev sayısı,adet,2024,134046.0,Tam yıl,Resmî gerçekleşen,S03,https://veriportali.tuik.gov.tr/tr/press/54146,
Ankara,1,Satılan ev sayısı,adet,2025,152534.0,Tam yıl,Resmî gerçekleşen,S04,https://veriportali.tuik.gov.tr/tr/press/58350,
Ankara,1,Satılan ev sayısı,adet,2026,144187.4044,2026E,2026E yıllık tahmin,S04;S05,https://veriportali.tuik.gov.tr/tr/press/58350 ; https://veriportali.tuik.gov.tr/tr/press/58339,
Ankara,1,Satılan ev sayısı,adet,2027,148076.2949,Tahmin,Tahmin,S05;S28;S29,https://veriportali.tuik.gov.tr/tr/press/58339 ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,2022-2026 CAGR ile %2 uzun dönem işlem büyümesi harmanlanmıştır.
Ankara,1,Satılan ev sayısı,adet,2028,151760.3973,Tahmin,Tahmin,S05;S28;S29,https://veriportali.tuik.gov.tr/tr/press/58339 ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,2022-2026 CAGR ile %2 uzun dönem işlem büyümesi harmanlanmıştır.
Ankara,1,Satılan ev sayısı,adet,2029,155218.779,Tahmin,Tahmin,S05;S28;S29,https://veriportali.tuik.gov.tr/tr/press/58339 ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,2022-2026 CAGR ile %2 uzun dönem işlem büyümesi harmanlanmıştır.
Ankara,1,Satılan ev sayısı,adet,2030,158323.1546,Tahmin,Tahmin,S05;S28;S29,https://veriportali.tuik.gov.tr/tr/press/58339 ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,2022-2026 CAGR ile %2 uzun dönem işlem büyümesi harmanlanmıştır.
Ankara,2,Ortalama satılık konut alanı,m²,2022,132.0,Yıl sonu / rapor dönemi,Türetilmiş,S06,https://www.emlakdream.com/turkiyede-ortalama-bir-ev-fiyati-1-8-milyon-tlye-yukseldi/,
Ankara,2,Ortalama satılık konut alanı,m²,2023,130.0,Yıl sonu / rapor dönemi,Türetilmiş,S07,https://www.gayrimenkulhaber.com/emlak-haberleri/turkiyede-ortalama-konut-fiyati-3-milyon-92-bin-700-tl-oldu/,
Ankara,2,Ortalama satılık konut alanı,m²,2024,129.5032,Yıl sonu / rapor dönemi,Türetilmiş,S08,https://www.gayrimenkulhaber.com/guncel/endeksa-2024-yillik-gayrimenkul-deger-raporu-yayimlandi/,
Ankara,2,Ortalama satılık konut alanı,m²,2025,129.2028,Yıl sonu / rapor dönemi,Türetilmiş,S09;S16,https://www.dunya.com/ekonomik-veriler/endeksa-konut-satis-fiyatlari-aralik-ayinda-yuzde-272-artti-haberi-812021 ; https://www.karar.com/ekonomi-haberleri/konut-satislari-ne-durumda-emlakta-en-cok-kazandiran-il-hangisi-2033220,
Ankara,2,Ortalama satılık konut alanı,m²,2026,130.0,Temmuz 2026 son gözlem,Türetilmiş,S12,https://www.emlakjet.com/emlak-piyasasi/satilik-konut/ankara,
Ankara,2,Ortalama satılık konut alanı,m²,2027,130.0,Tahmin,Tahmin,S12;S28;S29,https://www.emlakjet.com/emlak-piyasasi/satilik-konut/ankara ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,2026 alanı sabit tutulmuştur.
Ankara,2,Ortalama satılık konut alanı,m²,2028,130.0,Tahmin,Tahmin,S12;S28;S29,https://www.emlakjet.com/emlak-piyasasi/satilik-konut/ankara ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,2026 alanı sabit tutulmuştur.
Ankara,2,Ortalama satılık konut alanı,m²,2029,130.0,Tahmin,Tahmin,S12;S28;S29,https://www.emlakjet.com/emlak-piyasasi/satilik-konut/ankara ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,2026 alanı sabit tutulmuştur.
Ankara,2,Ortalama satılık konut alanı,m²,2030,130.0,Tahmin,Tahmin,S12;S28;S29,https://www.emlakjet.com/emlak-piyasasi/satilik-konut/ankara ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,2026 alanı sabit tutulmuştur.
Ankara,3,Ortalama satılık m² fiyatı,TL/m²,2022,10282.0,Yıl sonu / rapor dönemi,Piyasa verisi,S06,https://www.emlakdream.com/turkiyede-ortalama-bir-ev-fiyati-1-8-milyon-tlye-yukseldi/,
Ankara,3,Ortalama satılık m² fiyatı,TL/m²,2023,19770.0,Yıl sonu / rapor dönemi,Piyasa verisi,S07,https://www.gayrimenkulhaber.com/emlak-haberleri/turkiyede-ortalama-konut-fiyati-3-milyon-92-bin-700-tl-oldu/,
Ankara,3,Ortalama satılık m² fiyatı,TL/m²,2024,25482.0,Yıl sonu / rapor dönemi,Piyasa verisi,S08,https://www.gayrimenkulhaber.com/guncel/endeksa-2024-yillik-gayrimenkul-deger-raporu-yayimlandi/,
Ankara,3,Ortalama satılık m² fiyatı,TL/m²,2025,34055.0,Yıl sonu / rapor dönemi,Piyasa verisi,S09;S16,https://www.dunya.com/ekonomik-veriler/endeksa-konut-satis-fiyatlari-aralik-ayinda-yuzde-272-artti-haberi-812021 ; https://www.karar.com/ekonomi-haberleri/konut-satislari-ne-durumda-emlakta-en-cok-kazandiran-il-hangisi-2033220,
Ankara,3,Ortalama satılık m² fiyatı,TL/m²,2026,38674.0,Temmuz 2026 son gözlem,Son piyasa gözlemi,S12,https://www.emlakjet.com/emlak-piyasasi/satilik-konut/ankara,
Ankara,3,Ortalama satılık m² fiyatı,TL/m²,2027,44475.1,Tahmin,Tahmin,S12;S28;S29,https://www.emlakjet.com/emlak-piyasasi/satilik-konut/ankara ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,"Nominal fiyat patikası: 2027 %15, 2028 %9, 2029 %6, 2030 %5."
Ankara,3,Ortalama satılık m² fiyatı,TL/m²,2028,48477.859,Tahmin,Tahmin,S12;S28;S29,https://www.emlakjet.com/emlak-piyasasi/satilik-konut/ankara ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,"Nominal fiyat patikası: 2027 %15, 2028 %9, 2029 %6, 2030 %5."
Ankara,3,Ortalama satılık m² fiyatı,TL/m²,2029,51386.5305,Tahmin,Tahmin,S12;S28;S29,https://www.emlakjet.com/emlak-piyasasi/satilik-konut/ankara ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,"Nominal fiyat patikası: 2027 %15, 2028 %9, 2029 %6, 2030 %5."
Ankara,3,Ortalama satılık m² fiyatı,TL/m²,2030,53955.8571,Tahmin,Tahmin,S12;S28;S29,https://www.emlakjet.com/emlak-piyasasi/satilik-konut/ankara ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,"Nominal fiyat patikası: 2027 %15, 2028 %9, 2029 %6, 2030 %5."
Ankara,4,Ortalama ev fiyatı,TL,2022,1357224.0,Yıl sonu / rapor dönemi,Piyasa verisi,S06,https://www.emlakdream.com/turkiyede-ortalama-bir-ev-fiyati-1-8-milyon-tlye-yukseldi/,
Ankara,4,Ortalama ev fiyatı,TL,2023,2570100.0,Yıl sonu / rapor dönemi,Piyasa verisi,S07,https://www.gayrimenkulhaber.com/emlak-haberleri/turkiyede-ortalama-konut-fiyati-3-milyon-92-bin-700-tl-oldu/,
Ankara,4,Ortalama ev fiyatı,TL,2024,3300000.0,Yıl sonu / rapor dönemi,Piyasa verisi,S08,https://www.gayrimenkulhaber.com/guncel/endeksa-2024-yillik-gayrimenkul-deger-raporu-yayimlandi/,
Ankara,4,Ortalama ev fiyatı,TL,2025,4400000.0,Yıl sonu / rapor dönemi,Piyasa verisi,S09;S16,https://www.dunya.com/ekonomik-veriler/endeksa-konut-satis-fiyatlari-aralik-ayinda-yuzde-272-artti-haberi-812021 ; https://www.karar.com/ekonomi-haberleri/konut-satislari-ne-durumda-emlakta-en-cok-kazandiran-il-hangisi-2033220,
Ankara,4,Ortalama ev fiyatı,TL,2026,5027620.0,Temmuz 2026 son gözlem,Son piyasa gözlemi,S12,https://www.emlakjet.com/emlak-piyasasi/satilik-konut/ankara,
Ankara,4,Ortalama ev fiyatı,TL,2027,5781763.0,Tahmin,Tahmin,S12;S28;S29,https://www.emlakjet.com/emlak-piyasasi/satilik-konut/ankara ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,
Ankara,4,Ortalama ev fiyatı,TL,2028,6302121.67,Tahmin,Tahmin,S12;S28;S29,https://www.emlakjet.com/emlak-piyasasi/satilik-konut/ankara ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,
Ankara,4,Ortalama ev fiyatı,TL,2029,6680248.9702,Tahmin,Tahmin,S12;S28;S29,https://www.emlakjet.com/emlak-piyasasi/satilik-konut/ankara ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,
Ankara,4,Ortalama ev fiyatı,TL,2030,7014261.4187,Tahmin,Tahmin,S12;S28;S29,https://www.emlakjet.com/emlak-piyasasi/satilik-konut/ankara ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,
Ankara,5,Kiralanan ev sayısı (platform proxy),adet/yıl,2022,36561.912,Tam yıl,Platform proxy / yıllıklandırılmış,S26,https://www.dunya.com/sektorler/emlak/satilik-konut-fiyatlarindaki-artis-hizi-dusmeye-devam-ediyor-haberi-683075,Resmî kira sözleşmesi adedi değildir; sahibindex/BETAM platform göstergesi yıllık proxy.
Ankara,5,Kiralanan ev sayısı (platform proxy),adet/yıl,2023,35664.0,Tam yıl,Platform proxy / yıllıklandırılmış,S27,https://image5.sahibinden.com/staticContent/969bb478/2309/451b/af82/d321e8a0a74d/1706003743.pdf,Resmî kira sözleşmesi adedi değildir; sahibindex/BETAM platform göstergesi yıllık proxy.
Ankara,5,Kiralanan ev sayısı (platform proxy),adet/yıl,2024,37803.84,Tam yıl,Model/Proxy,S27;Model,https://image5.sahibinden.com/staticContent/969bb478/2309/451b/af82/d321e8a0a74d/1706003743.pdf,Resmî kira sözleşmesi adedi değildir; sahibindex/BETAM platform göstergesi yıllık proxy.
Ankara,5,Kiralanan ev sayısı (platform proxy),adet/yıl,2025,39694.032,Tam yıl,Model/Proxy,S27;Model,https://image5.sahibinden.com/staticContent/969bb478/2309/451b/af82/d321e8a0a74d/1706003743.pdf,Resmî kira sözleşmesi adedi değildir; sahibindex/BETAM platform göstergesi yıllık proxy.
Ankara,5,Kiralanan ev sayısı (platform proxy),adet/yıl,2026,41678.7336,2026E,Model/Proxy,S27;Model,https://image5.sahibinden.com/staticContent/969bb478/2309/451b/af82/d321e8a0a74d/1706003743.pdf,Resmî kira sözleşmesi adedi değildir; sahibindex/BETAM platform göstergesi yıllık proxy.
Ankara,5,Kiralanan ev sayısı (platform proxy),adet/yıl,2027,42789.2227,Tahmin,Tahmin,S27;S28;S29;Model,https://image5.sahibinden.com/staticContent/969bb478/2309/451b/af82/d321e8a0a74d/1706003743.pdf ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,Resmî kira sözleşmesi adedi değildir; sahibindex/BETAM platform göstergesi yıllık proxy.
